,left_context,right_context,value,Area,Theme Converted Areas,IGNORE_THIS,group,new_group,the_cutoff,SUMMARIZING_QUESTION,OVERALL PROGRESS,SUMMARIZING_RATIO,NUMBER OF ROWS,NUMBER UN-SUMMARIZED,,
17051,,,_Board Contributions,"organizational budgeting, revenue practices, and forecasts","organizational budgeting, revenue practices, and forecasts",,1509,,0.44,&&&,,,,,,
17052,,,In-Kind Contributions,"organizational budgeting, revenue practices, and forecasts","organizational budgeting, revenue practices, and forecasts",,1509,,0.44,&&&,,,,,,
17054,,,Corporate and Foundation Contributions,"organizational budgeting, revenue practices, and forecasts","organizational budgeting, revenue practices, and forecasts",,1511,,0.44,&&&,,,,,,
17055,,,Corporate and foundation grants,"organizational budgeting, revenue practices, and forecasts","organizational budgeting, revenue practices, and forecasts",,1511,,0.44,&&&,,,,,,
17056,,,Impact of Partial Funding,requested grant funding,Requested Grant Funding Related,,1512,,0.44,&&&,,,,,,
17057,,,PARTIAL FUNDING SUPPORT,requested grant funding,Requested Grant Funding Related,,1512,,0.44,&&&,,,,,,
17058,,"Will this grant assist your organization in seeking or securing other funding sources? If yes, how much and from whom? If no, leave blank.",LEVERAGE ADDITIONAL FUNDING,requested grant funding,Requested Grant Funding Related,,1513,,0.44,&&&,,,,,,
17059,,,Additional funding support either confirmed or requested,requested grant funding,Requested Grant Funding Related,,1513,,0.44,&&&,,,,,,
17060,,,Grant Funds Remaining,requested grant funding,Requested Grant Funding Related,,1514,,0.44,&&&,,,,,,
17061,,,Remaining / Unexpended Grant Funds,requested grant funding,Requested Grant Funding Related,,1514,,0.44,&&&,,,,,,
17066,,,FUNDS EXPENDED,requested grant funding,Requested Grant Funding Related,,1519,,0.44,&&&,,,,,,
17067,GRANT OVERVIEW INFORMATION,,RELATED FUND,requested grant funding,Requested Grant Funding Related,,1519,,0.44,&&&,,,,,,
17068,,,Committed Funds,requested grant funding,Requested Grant Funding Related,,1519,,0.44,&&&,,,,,,
17069,General Operating Support,,Annual Fundraising Cost Amount,requested grant funding,Requested Grant Funding Related,,1520,,0.44,&&&,,,,,,
17070,,,Fund Raising Costs,requested grant funding,Requested Grant Funding Related,,1520,,0.44,&&&,,,,,,
17071,,,Number of Months Requesting Funding,requested grant funding,Requested Grant Funding Related,,1521,,0.44,&&&,,,,,,
17072,,,Years of Funding,requested grant funding,Requested Grant Funding Related,,1521,,0.44,&&&,,,,,,
17073,,,FUNDING START DATE,requested grant funding,Requested Grant Funding Related,,1522,,0.44,&&&,,,,,,
17074,,,Funding End Date,requested grant funding,Requested Grant Funding Related,,1522,,0.44,&&&,,,,,,
17075,,,Funding Goal,requested grant funding,Requested Grant Funding Related,,1523,,0.44,&&&,,,,,,
17076,,,"Funding Area:

Arts",requested grant funding,Requested Grant Funding Related,,1523,,0.44,&&&,,,,,,
17077,,,Funding Start,requested grant funding,Requested Grant Funding Related,,1523,,0.44,&&&,,,,,,
17078,,,Funding Tier,Catch all/Anything else,Miscellaneous,,1523,,0.44,&&&,,,,,,
17079,"If you intend this effort to be ongoing, describe how you hope to sustain funding to support the effort. We know this is a difficult question. We are simply interested in your thinking thus far.",,Future Funding,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1524,,0.44,&&&,,,,,,
17080,,,Potential Funding,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1524,,0.44,&&&,,,,,,
17081,,,Future Fundraising Plans,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1524,,0.44,&&&,,,,,,
17082,,,Request as % of Organizational Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1525,,0.44,&&&,,,,,,
17083,,,Requesting Organization,biographical and Organizational info,Organizational Biographical and General Information,,1525,,0.44,&&&,,,,,,
17084,,,Requested budget period,requested grant funding,Requested Grant Funding Related,,1526,,0.44,&&&,,,,,,
17085,,,CAPITAL REQUEST BUDGET,requested grant funding,Requested Grant Funding Related,,1526,,0.44,&&&,,,,,,
17087,,,Project budget (if applicable),requested grant funding,Requested Grant Funding Related,,1528,,0.44,&&&,,,,,,
17088,,,Capital Budget (if applicable),requested grant funding,Requested Grant Funding Related,,1528,,0.44,&&&,,,,,,
17089,,,Program/Project Budget (If requesting project-specific support),requested grant funding,Requested Grant Funding Related,,1529,,0.44,&&&,,,,,,
17090,,,PROJECT BUDGET AND BUDGET NARRATIVE (if Project/Program request),requested grant funding,Requested Grant Funding Related,,1529,,0.44,&&&,,,,,,
17091,,,Type of Grant,requested grant funding,Requested Grant Funding Related,,1530,,0.44,&&&,,,,,,
17092,,,Type of Grant Requested,requested grant funding,Requested Grant Funding Related,,1530,,0.44,&&&,,,,,,
17093,,,Type of Funding Support Requesting,requested grant funding,Requested Grant Funding Related,,1531,,0.44,&&&,,,,,,
17094,,,FUNDING REQUEST TYPE,requested grant funding,Requested Grant Funding Related,,1531,,0.44,&&&,,,,,,
17095,,,Type of Request - Funding,requested grant funding,Requested Grant Funding Related,,1531,,0.44,&&&,,,,,,
17096,,,Brief Description of Funding Request,requested grant funding,Requested Grant Funding Related,,1532,,0.44,&&&,,,,,,
17097,,,Description of Funding Need,requested grant funding,Requested Grant Funding Related,,1532,,0.44,&&&,,,,,,
17100,,Must be an open funding area,FUNDING REQUEST AREA,requested grant funding,Requested Grant Funding Related,,1535,,0.44,&&&,,,,,,
17101,,,"APPLICABLE PROGRAM AREAS AND FOCUS AREAS
SPECIFIC TO REQUEST FOR FUNDING",requested grant funding,Requested Grant Funding Related,,1535,,0.44,&&&,,,,,,
17102,,,FUNDING REQUEST AREA (must be an open funding area),requested grant funding,Requested Grant Funding Related,,1535,,0.44,&&&,,,,,,
17103,,,Grant Period Start Date,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17104,,,Grant Period End Date,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17105,,,Preferred grant period end date,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17106,,,Preferred grant period begin date,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17107,,,GRANT END DATE,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17108,,,Grant Start Date,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17109,,,Grant Submission Date,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17110,,,Grant End Period,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17111,,,Grant Start Period,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17112,,,Grant End Date,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17113,,,Ending date of requested grant period,requested grant funding,Requested Grant Funding Related,,1536,,0.44,&&&,,,,,,
17114,,,Requested grant duration (in months),requested grant funding,Requested Grant Funding Related,,1537,,0.44,&&&,,,,,,
17115,,,Requested Grant Period,requested grant funding,Requested Grant Funding Related,,1537,,0.44,&&&,,,,,,
17116,,,Length of Grant Request (in months),requested grant funding,Requested Grant Funding Related,,1537,,0.44,&&&,,,,,,
17117,,,DURATION OF REQUESTED GRANT PERIOD,requested grant funding,Requested Grant Funding Related,,1537,,0.44,&&&,,,,,,
17118,,,"Duration for the grant request in
number of months",requested grant funding,Requested Grant Funding Related,,1537,,0.44,&&&,,,,,,
17119,,,Grant Term (in Months),requested grant funding,Requested Grant Funding Related,,1538,,0.44,&&&,,,,,,
17120,,,Estimated term of grant (in months),requested grant funding,Requested Grant Funding Related,,1538,,0.44,&&&,,,,,,
17122,,,EXPECTED GRANT DELIVERABLES,requested grant funding,Requested Grant Funding Related,,1540,,0.44,&&&,,,,,,
17123,_This page provides a Grant Deliverables template for you to download and complete. Please upload your completed file below._,"_We understand that the global pandemic may make it particularly diﬃcult to achieve grant deliverables. Nonetheless, we believe that articulating ambitious goals/targets is critically important for defining success and subsequently for assessing progress made during the grant. Note that these will form part of your grant contract. As always, [Foundation] staff will work with you during the course of your grant to discuss any possible amendments to your deliverables._ _If you have been invited to submit a two-year proposal, please include and clearly label outputs and outcomes for each year._",GRANT DELIVERABLES TABLE,requested grant funding,Requested Grant Funding Related,,1540,,0.44,&&&,,,,,,
17124,What approximate percentage of this grant is going toward this deliverable?,,Deliverable # Allocation,requested grant funding,Requested Grant Funding Related,,1540,,0.44,&&&,,,,,,
17125,,,Prior Grant Progress,requested grant funding,Requested Grant Funding Related,,1541,,0.44,&&&,,,,,,
17126,,,PRIOR GRANT,requested grant funding,Requested Grant Funding Related,,1541,,0.44,&&&,,,,,,
17127,,,Prior Funding,requested grant funding,Requested Grant Funding Related,,1541,,0.44,&&&,,,,,,
17128,,,PREVIOUS GRANT,requested grant funding,Requested Grant Funding Related,,1541,,0.44,&&&,,,,,,
17129,,,Purpose of Grant,requested grant funding,Requested Grant Funding Related,,1542,,0.44,&&&,,,,,,
17130,,,GRANT TERM,requested grant funding,Requested Grant Funding Related,,1542,,0.44,&&&,,,,,,
17131,,,Matching Grant,requested grant funding,Requested Grant Funding Related,,1542,,0.44,&&&,,,,,,
17132,,,Grant Goals,requested grant funding,Requested Grant Funding Related,,1542,,0.44,&&&,,,,,,
17133,,,Focus of Grant,requested grant funding,Requested Grant Funding Related,,1542,,0.44,&&&,,,,,,
17134,,,Grant Purpose,requested grant funding,Requested Grant Funding Related,,1542,,0.44,&&&,,,,,,
17135,,,Grant Narrative,requested grant funding,Requested Grant Funding Related,,1543,,0.44,&&&,,,,,,
17136,,,GRANT OVERVIEW,requested grant funding,Requested Grant Funding Related,,1543,,0.44,&&&,,,,,,
17137,,,Grant Details,requested grant funding,Requested Grant Funding Related,,1543,,0.44,&&&,,,,,,
17143,,,What is the scale of the intended impact of this grant request,requested grant funding,Requested Grant Funding Related,,1549,,0.44,&&&,,,,,,
17144,,"If you are awarded a program support grant, what measurable impact will it have on your organizational and programmatic capacity? What kind of impact will it have on your target audience?",Impact of a Program Support Grant,requested grant funding,Requested Grant Funding Related,,1549,,0.44,&&&,,,,,,
17146,,,REQUESTED GRANT AMOUNT,requested grant funding,Requested Grant Funding Related,,1551,,0.44,&&&,,,,,,
17147,,,Grant Request Amount,requested grant funding,Requested Grant Funding Related,,1551,,0.44,&&&,,,,,,
17148,,,Grant request amount,requested grant funding,Requested Grant Funding Related,,1551,,0.44,&&&,,,,,,
17149,,,Amount Requested in Grant Inquiry,requested grant funding,Requested Grant Funding Related,,1551,,0.44,&&&,,,,,,
17152,,,Grant Request Contact,requested grant funding,Requested Grant Funding Related,,1554,,0.44,&&&,,,,,,
17153,,,Grant Contact Title,requested grant funding,Requested Grant Funding Related,,1554,,0.44,&&&,,,,,,
17154,,,CONTACT PERSON FOR THIS GRANT,requested grant funding,Requested Grant Funding Related,,1554,,0.44,&&&,,,,,,
17155,,,Grant Contact,requested grant funding,Requested Grant Funding Related,,1554,,0.44,&&&,,,,,,
17156,,,Grant Request Contact Information,requested grant funding,Requested Grant Funding Related,,1554,,0.44,&&&,,,,,,
17157,,,Name of Grant Request,requested grant funding,Requested Grant Funding Related,,1555,,0.44,&&&,,,,,,
17158,,,Name and Title of Contact for this Grant,requested grant funding,Requested Grant Funding Related,,1555,,0.44,&&&,,,,,,
17159,,,Contact Name for Grant Application,requested grant funding,Requested Grant Funding Related,,1555,,0.44,&&&,,,,,,
17160,,,Email Address of Person Submitting Grant Request,requested grant funding,Requested Grant Funding Related,,1556,,0.44,&&&,,,,,,
17161,,,Signature of representative requesting grant,Catch all/Anything else,Miscellaneous,,1556,,0.44,&&&,,,,,,
17162,,,DURATION IN MONTHS,requested grant funding,Requested Grant Funding Related,,1557,,0.44,&&&,,,,,,
17163,Provide the following information specific to the proposed project.,,Duration,requested grant funding,Requested Grant Funding Related,,1557,,0.44,&&&,,,,,,
17164,Grant Details,,Duration in Months,requested grant funding,Requested Grant Funding Related,,1557,,0.44,&&&,,,,,,
17171,Organization budget,,Dates: From and To,requested grant funding,Requested Grant Funding Related,,1564,,0.44,&&&,,,,,,
17172,,,Deliverables and Due Dates,requested grant funding,Requested Grant Funding Related,,1564,,0.44,&&&,,,,,,
17174,PROJECT NARRATIVE,,What is your timeline?,requested grant funding,Requested Grant Funding Related,,1566,,0.44,&&&,,,,,,
17175,,,Timeline,requested grant funding,Requested Grant Funding Related,,1566,,0.44,&&&,,,,,,
17176,,,Current Period Outputs,requested grant funding,Requested Grant Funding Related,,1567,,0.44,&&&,,,,,,
17177,,,Current Period Activities,requested grant funding,Requested Grant Funding Related,,1567,,0.44,&&&,,,,,,
17179,,,Time period,requested grant funding,Requested Grant Funding Related,,1569,,0.44,&&&,,,,,,
17180,Referee,,Time period (specific dates),requested grant funding,Requested Grant Funding Related,,1569,,0.44,&&&,,,,,,
17183,,,Actuals Year to Date,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1572,,0.44,&&&,,,,,,
17184,REVENUE/SUPPORT,,Actual Year-To-Date (specify date),"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1572,,0.44,&&&,,,,,,
17186,,,CURRENT FISCAL YEAR,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1574,,0.44,&&&,,,,,,
17187,,,Current Fiscal Year Name,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1574,,0.44,&&&,,,,,,
17188,,,Fiscal Year Start,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17189,,,Fiscal Year End Date,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17190,,,Fiscal Year End,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17191,,,Fiscal Year,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17192,,,Fiscal Year End Month,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17193,,,Fiscal Year Start Day,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17194,,,Fiscal Year End Day,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17195,,,Fiscal Year Start Month,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17196,,,FISCAL YEAR DATES,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17197,,,Fiscal Year Start Date,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17198,,,FISCAL YEAR START DATE,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17199,,,Fiscal Year Ending Date,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1575,,0.44,&&&,,,,,,
17200,,,Payable in Year 2,requested grant funding,Requested Grant Funding Related,,1576,,0.44,&&&,,,,,,
17201,,,Payable in Year 1,requested grant funding,Requested Grant Funding Related,,1576,,0.44,&&&,,,,,,
17202,,,THIRD YEAR COST,requested grant funding,Requested Grant Funding Related,,1577,,0.44,&&&,,,,,,
17203,,,SECOND YEAR COST,requested grant funding,Requested Grant Funding Related,,1577,,0.44,&&&,,,,,,
17204,,,FIRST YEAR COST,requested grant funding,Requested Grant Funding Related,,1577,,0.44,&&&,,,,,,
17205,,,Second Year,requested grant funding,Requested Grant Funding Related,,1578,,0.44,&&&,,,,,,
17206,,,First Year,requested grant funding,Requested Grant Funding Related,,1578,,0.44,&&&,,,,,,
17208,,,YEAR FOUNDED,Biographical and Organizational info,Organizational Biographical and General Information,,1580,,0.44,&&&,,,,,,
17209,,,Year Established,Biographical and Organizational info,Organizational Biographical and General Information,,1580,,0.44,&&&,,,,,,
17210,,,YEAR ESTABLISHED,Biographical and Organizational info,Organizational Biographical and General Information,,1580,,0.44,&&&,,,,,,
17211,ORGANIZATION PROFILE,,Year Founded,Biographical and Organizational info,Organizational Biographical and General Information,,1580,,0.44,&&&,,,,,,
17213,Project Impact/ Work Plan,,Year (of impact),requested grant funding,Requested Grant Funding Related,,1582,,0.44,&&&,,,,,,
17214,,,"Year Organization
Established",Biographical and Organizational info,Organizational Biographical and General Information,,1582,,0.44,&&&,,,,,,
17215,,,Annual Report,requested grant funding,Requested Grant Funding Related,,1583,,0.44,&&&,,,,,,
17216,Type of Support,,Annual Campaign,requested grant funding,Requested Grant Funding Related,,1583,,0.44,&&&,,,,,,
17217,,,Progress Report Due Date,requested grant funding,Requested Grant Funding Related,,1584,,0.44,&&&,,,,,,
17218,,,Final Report Due Date,requested grant funding,Requested Grant Funding Related,,1584,,0.44,&&&,,,,,,
17219,,,Reporting Period End Date,requested grant funding,Requested Grant Funding Related,,1585,,0.44,&&&,,,,,,
17220,,,Reporting Period Start Date,requested grant funding,Requested Grant Funding Related,,1585,,0.44,&&&,,,,,,
17221,,,Submission Date,requested grant funding,Requested Grant Funding Related,,1586,,0.44,&&&,,,,,,
17222,,,Report Submitted Date,requested grant funding,Requested Grant Funding Related,,1586,,0.44,&&&,,,,,,
17223,,,Created Date,requested grant funding,Requested Grant Funding Related,,1587,,0.44,&&&,,,,,,
17224,,,Incorporation Date,Biographical and Organizational info,Organizational Biographical and General Information,,1587,,0.44,&&&,,,,,,
17225,,,Date established,Biographical and Organizational info,Organizational Biographical and General Information,,1587,,0.44,&&&,,,,,,
17226,PROPOSAL DETAILS,,Start Date,requested grant funding,Requested Grant Funding Related,,1588,,0.44,&&&,,,,,,
17227,,,START DATE,requested grant funding,Requested Grant Funding Related,,1588,,0.44,&&&,,,,,,
17228,,,Start date,requested grant funding,Requested Grant Funding Related,,1588,,0.44,&&&,,,,,,
17229,,,Date of project/program start up,requested grant funding,Requested Grant Funding Related,,1588,,0.44,&&&,,,,,,
17230,,,Date of Events (Start Date),requested grant funding,Requested Grant Funding Related,,1589,,0.44,&&&,,,,,,
17231,,,Date of Events (End Date),requested grant funding,Requested Grant Funding Related,,1589,,0.44,&&&,,,,,,
17232,Current Application Status,,Date Completed,requested grant funding,Requested Grant Funding Related,,1590,,0.44,&&&,,,,,,
17233,Proposal Details,,End Date,requested grant funding,Requested Grant Funding Related,,1590,,0.44,&&&,,,,,,
17234,,,End date,requested grant funding,Requested Grant Funding Related,,1590,,0.44,&&&,,,,,,
17235,,,END DATE,requested grant funding,Requested Grant Funding Related,,1590,,0.44,&&&,,,,,,
17236,,,Completion Date,requested grant funding,Requested Grant Funding Related,,1590,,0.44,&&&,,,,,,
17237,,,Expected Completion Date,requested grant funding,Requested Grant Funding Related,,1591,,0.44,&&&,,,,,,
17238,,,ESTIMATED START DATE,requested grant funding,Requested Grant Funding Related,,1591,,0.44,&&&,,,,,,
17239,,,Target Completion Date,requested grant funding,Requested Grant Funding Related,,1591,,0.44,&&&,,,,,,
17240,,,Expected project/program end date,requested grant funding,Requested Grant Funding Related,,1591,,0.44,&&&,,,,,,
17241,,,Proposed Start Date,requested grant funding,Requested Grant Funding Related,,1592,,0.44,&&&,,,,,,
17242,,,Proposed Start,requested grant funding,Requested Grant Funding Related,,1592,,0.44,&&&,,,,,,
17243,Project Information,,Proposed End Date,requested grant funding,Requested Grant Funding Related,,1593,,0.44,&&&,,,,,,
17244,,,PROPOSAL COMPLETED/ DATE SUBMITTED,requested grant funding,Requested Grant Funding Related,,1593,,0.44,&&&,,,,,,
17245,,,Proposal Submitted Date,requested grant funding,Requested Grant Funding Related,,1593,,0.44,&&&,,,,,,
17246,,,ANTICIPATED START DATE OF PROPOSED INITIATIVE,requested grant funding,Requested Grant Funding Related,,1594,,0.44,&&&,,,,,,
17247,,,ANTICIPATED END DATE OF PROPOSED INITIATIVE,requested grant funding,Requested Grant Funding Related,,1594,,0.44,&&&,,,,,,
17248,,,Proposed Grant Start and End Dates,requested grant funding,Requested Grant Funding Related,,1595,,0.44,&&&,,,,,,
17249,,,Proposed project start date and end date,requested grant funding,Requested Grant Funding Related,,1595,,0.44,&&&,,,,,,
17250,,,Project start date,requested grant funding,Requested Grant Funding Related,,1596,,0.44,&&&,,,,,,
17251,,,Project Start date,requested grant funding,Requested Grant Funding Related,,1596,,0.44,&&&,,,,,,
17252,,,Please state the start date of the Project,requested grant funding,Requested Grant Funding Related,,1596,,0.44,&&&,,,,,,
17253,,,Project Start Date,requested grant funding,Requested Grant Funding Related,,1596,,0.44,&&&,,,,,,
17254,,,Estimated Project End Date,requested grant funding,Requested Grant Funding Related,,1597,,0.44,&&&,,,,,,
17255,,,Estimated Project Start Date,requested grant funding,Requested Grant Funding Related,,1597,,0.44,&&&,,,,,,
17256,,,Estimated project start date (mm/dd,requested grant funding,Requested Grant Funding Related,,1597,,0.44,&&&,,,,,,
17257,,,Estimated project end date,requested grant funding,Requested Grant Funding Related,,1597,,0.44,&&&,,,,,,
17258,,,Project end date,requested grant funding,Requested Grant Funding Related,,1598,,0.44,&&&,,,,,,
17259,,,Project end,requested grant funding,Requested Grant Funding Related,,1598,,0.44,&&&,,,,,,
17260,,,Project End,requested grant funding,Requested Grant Funding Related,,1598,,0.44,&&&,,,,,,
17261,,,Project End date,requested grant funding,Requested Grant Funding Related,,1598,,0.44,&&&,,,,,,
17262,,,Project End Date,requested grant funding,Requested Grant Funding Related,,1598,,0.44,&&&,,,,,,
17265,,,Overall Project Amount,requested grant funding,Requested Grant Funding Related,,1601,,0.44,&&&,,,,,,
17266,FINANCIAL INFORMATION,"Please list anticipated funding sources for your entire project with anticipated amounts. Please note whether the funds have been secured. Also include all costs of your project inclusive of items outside of this specific request. As a sample reference, you may download our budget template here.",Total Project Revenue/Expenses (upload document),requested grant funding,Requested Grant Funding Related,,1601,,0.44,&&&,,,,,,
17267,,,Total Project Revenue/Expenses,requested grant funding,Requested Grant Funding Related,,1601,,0.44,&&&,,,,,,
17268,,,Total Program/Project Budget,requested grant funding,Requested Grant Funding Related,,1602,,0.44,&&&,,,,,,
17269,,,IT Budget’s % of Total Budget,requested grant funding,Requested Grant Funding Related,,1602,,0.44,&&&,,,,,,
17270,,,Total Budget,requested grant funding,Requested Grant Funding Related,,1602,,0.44,&&&,,,,,,
17271,,,Full Organizational/Agency Budget,requested grant funding,Requested Grant Funding Related,,1602,,0.44,&&&,,,,,,
17272,,,Total amount of project budget,requested grant funding,Requested Grant Funding Related,,1603,,0.44,&&&,,,,,,
17273,,,FULL PROJECT BUDGET,requested grant funding,Requested Grant Funding Related,,1603,,0.44,&&&,,,,,,
17274,,,Total Project Budget,requested grant funding,Requested Grant Funding Related,,1603,,0.44,&&&,,,,,,
17275,,,Total project budget,requested grant funding,Requested Grant Funding Related,,1603,,0.44,&&&,,,,,,
17276,,,Total Project Budget - in USD,requested grant funding,Requested Grant Funding Related,,1603,,0.44,&&&,,,,,,
17277,,,TOTAL BUDGET REQUESTED IN EURO,requested grant funding,Requested Grant Funding Related,,1604,,0.44,&&&,,,,,,
17278,,,"TOTAL budget for the requested grant
in U.S. dollars",requested grant funding,Requested Grant Funding Related,,1604,,0.44,&&&,,,,,,
17280,,,TOTAL EXPECTED INCOME FOR 2021,requested grant funding,Requested Grant Funding Related,,1606,,0.44,&&&,,,,,,
17281,,,TOTAL EXPECTED INCOME FOR 2021 (IN EURO),requested grant funding,Requested Grant Funding Related,,1606,,0.44,&&&,,,,,,
17284,,,Total amount disbursed to subawardee to date,requested grant funding,Requested Grant Funding Related,,1609,,0.44,&&&,,,,,,
17285,,,Total amount spent by the subawardee to date,requested grant funding,Requested Grant Funding Related,,1609,,0.44,&&&,,,,,,
17287,,,Total Amount Requested must equal Year 1 + Year 2 + Year 3,requested grant funding,Requested Grant Funding Related,,1611,,0.44,&&&,,,,,,
17288,,,TOTAL AMOUNT REQUESTED (FOR ALL YEARS) $,requested grant funding,Requested Grant Funding Related,,1611,,0.44,&&&,,,,,,
17289,,,Total Amount Requested,requested grant funding,Requested Grant Funding Related,,1612,,0.44,&&&,,,,,,
17290,,"What is the total amount requested from <REDACTED> in this proposal? This will be the same as the Request Amount unless this is a multi-year request. For multi-year requests, add the amount of all years requested.",TOTAL REQUESTED,requested grant funding,Requested Grant Funding Related,,1612,,0.44,&&&,,,,,,
17291,,,Total Requested,requested grant funding,Requested Grant Funding Related,,1612,,0.44,&&&,,,,,,
17292,,,Total amount requested,requested grant funding,Requested Grant Funding Related,,1612,,0.44,&&&,,,,,,
17293,,,TOTAL FUNDING AMOUNT REQUESTED - IN USD,requested grant funding,Requested Grant Funding Related,,1613,,0.44,&&&,,,,,,
17294,,,TOTAL REQUESTED FUNDING AMOUNT,requested grant funding,Requested Grant Funding Related,,1613,,0.44,&&&,,,,,,
17295,,,Funding amount requested,requested grant funding,Requested Grant Funding Related,,1613,,0.44,&&&,,,,,,
17296,,,Total Funding Amount Requested - in USD,requested grant funding,Requested Grant Funding Related,,1613,,0.44,&&&,,,,,,
17297,,,Total Liabilities,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1614,,0.44,&&&,,,,,,
17298,,,Total Assets,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1614,,0.44,&&&,,,,,,
17299,"If your organization collects demographic data, please enter the number of individuals of each race/ethnicity for each role in the chart below to give us a sense of your organization's racial and ethnic diversity. (Continue to the next question if your organization does not collect this information.)",,Total #,Demographic/Orientation/Status,Project Demographics/Orientation/Status,,1615,,0.44,&&&,,,,,,
17300,"For ""People Served,"" please consider those served in the last fiscal or calendar year.",,TOTAL #,Demographic/Orientation/Status,Project Demographics/Orientation/Status,,1615,,0.44,&&&,,,,,,
17301,revenue summary,,TOTAL TO-DATE,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1615,,0.44,&&&,,,,,,
17302,,,Total subaward amount,requested grant funding,Requested Grant Funding Related,,1615,,0.44,&&&,,,,,,
17303,,,Total Income,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1616,,0.44,&&&,,,,,,
17304,,,TOTAL REVENUE,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1616,,0.44,&&&,,,,,,
17305,,,TOTAL INCOME,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1616,,0.44,&&&,,,,,,
17306,,,Total Expense,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1617,,0.44,&&&,,,,,,
17307,,,Total Operating Expenses,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1617,,0.44,&&&,,,,,,
17308,,,TOTAL OPERATING EXPENSES,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1617,,0.44,&&&,,,,,,
17309,,,TOTAL EXPENSES,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1617,,0.44,&&&,,,,,,
17310,,,"TOTAL REVENUE
  EXPENSES","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1617,,0.44,&&&,,,,,,
17311,,,TOTAL COST,requested grant funding,Requested Grant Funding Related,,1618,,0.44,&&&,,,,,,
